1972-01-20T18:25:00.000000Z,C
1972-05-11T10:27:00.000000Z,C
1972-05-13T08:48:00.000000Z,C
1972-07-31T18:09:00.000000Z,C
1972-09-16T02:54:00.000000Z,C
1972-09-18T19:49:00.000000Z,C
1972-11-16T21:38:00.000000Z,C
1972-11-19T18:24:00.000000Z,C
1973-03-13T08:03:00.000000Z,H
1973-04-04T19:28:00.000000Z,C
1973-04-28T05:46:00.000000Z,C
1973-08-10T18:00:00.000000Z,C
1973-10-27T11:13:00.000000Z,C
1974-01-07T05:40:00.000000Z,C
1974-02-06T00:55:00.000000Z,C
1974-02-23T21:17:00.000000Z,H
1974-07-06T14:14:00.000000Z,C
1974-07-11T00:50:00.000000Z,H
1974-10-19T19:38:00.000000Z,C
1974-11-16T23:26:00.000000Z,C
1974-11-17T19:53:00.000000Z,C
1974-11-21T13:18:00.000000Z,C
1974-12-15T04:00:00.000000Z,C
1974-12-15T05:43:00.000000Z,C
1975-01-03T01:47:00.000000Z,H
1975-03-01T04:18:00.000000Z,C
1975-04-12T09:35:00.000000Z,C
1975-04-12T18:15:00.000000Z,C
1975-04-21T02:03:00.000000Z,C
1975-04-29T06:16:00.000000Z,C
1975-08-13T00:55:00.000000Z,C
1975-08-19T21:58:00.000000Z,C
1976-01-13T07:14:00.000000Z,C
1976-01-21T11:32:00.000000Z,C
1976-01-25T16:10:00.000000Z,C
1976-03-06T10:15:00.000000Z,H
1976-03-08T14:42:00.000000Z,H
1976-06-15T21:10:00.000000Z,C
1977-06-17T06:42:00.000000Z,C
