1971-11-30T01:07:57.000000Z,H
1972-01-05T22:42:33.000000Z,H
1972-06-02T16:49:07.000000Z,H
1972-06-18T19:34:31.000000Z,H
1972-06-24T12:27:49.000000Z,H
1972-09-11T00:54:27.000000Z,H
1972-10-24T14:25:25.000000Z,H
1973-05-09T11:02:13.000000Z,H
1973-06-17T12:59:43.000000Z,H
1973-08-14T19:10:25.000000Z,H
1973-08-24T04:07:35.000000Z,H
1973-09-14T04:31:37.000000Z,H
1973-10-14T23:07:04.000000Z,H
1973-10-21T20:23:02.000000Z,H
1973-11-03T17:37:13.000000Z,H
1973-12-12T08:39:31.000000Z,H
1973-12-26T07:37:04.000000Z,H
1973-12-29T08:50:41.000000Z,H
1974-06-21T19:17:30.000000Z,H
1974-07-06T18:44:53.000000Z,H
1974-08-30T10:47:49.000000Z,H
1974-09-02T17:59:37.000000Z,H
1974-12-04T03:43:17.000000Z,H
1975-01-29T09:57:38.000000Z,H
1975-03-19T03:05:53.000000Z,H
1975-03-23T21:10:13.000000Z,H
1975-04-03T05:21:57.000000Z,H
1975-10-31T04:03:28.000000Z,H
1975-11-21T16:10:49.000000Z,H
1976-01-02T12:28:19.000000Z,H
1976-01-18T13:20:35.000000Z,H
1976-02-13T20:44:14.000000Z,H
1976-02-29T21:09:51.000000Z,H
1976-04-02T09:39:05.000000Z,H
1976-06-23T19:26:18.000000Z,H
1976-07-24T17:24:10.000000Z,H
1976-08-07T00:18:59.000000Z,H
1976-08-07T15:19:07.000000Z,H
1976-09-25T22:22:25.000000Z,H
1976-12-02T12:45:41.000000Z,H
1977-01-08T16:20:31.000000Z,H
1977-02-19T10:21:24.000000Z,H
1977-06-18T15:37:25.000000Z,H
1977-06-28T02:13:40.000000Z,H
1977-07-02T02:01:29.000000Z,H
1977-07-26T18:19:45.000000Z,H
